no.,sX1_aeqd,sX2_aeqd,sX3_aeqd,sY1_aeqd,sY2_aeqd,sY3_aeqd,vertice_idx1,vertice_idx2,vertice_idx3
33,895147.3939091982,888572.2586474944,881183.0340404494,9548327.76190991,9553597.124189053,9549594.25237264,582,552,553
34,887149.7721174562,895147.3939091982,881183.0340404494,9537379.778279057,9548327.76190991,9549594.25237264,595,582,553
35,895147.3939091982,907675.5638178086,888572.2586474944,9548327.76190991,9550677.62588322,9553597.124189053,582,590,552
36,701763.9450510558,692070.1403489735,689481.0535565962,9396151.831862798,9406170.791582027,9393533.613946026,709,667,701
37,694246.0013719946,701763.9450510558,689481.0535565962,9387367.287111716,9396151.831862798,9393533.613946026,722,709,701
38,661383.4747437326,674240.2183957812,662292.0351232637,9493408.225222744,9503025.760409962,9507340.775405843,346,340,309
39,726715.0991223119,718477.4017182573,732297.5169193916,9454947.053104654,9436900.624500232,9435872.0148906,584,620,647
40,725896.4886544141,707398.7511913382,711706.9268207711,9467836.057551054,9477357.335462896,9464216.281701103,539,485,525
41,707398.7511913382,725896.4886544141,721934.7669103867,9477357.335462896,9467836.057551054,9485624.04995848,485,539,484
42,943834.6399057283,956318.8802055212,957848.3102662873,9429335.038820794,9414110.265510116,9430300.368433202,961,1000,972
43,793483.4777641378,810764.9339695715,797707.5052547258,9552420.977483636,9548671.838480009,9561415.381227644,396,436,373
44,886135.3775320485,887149.7721174562,867670.2220793965,9525796.65152201,9537379.778279057,9535623.604846137,631,595,572
45,773820.401517904,776353.338945714,760812.7643064726,9479318.246756991,9489616.578521501,9492005.68074072,587,562,523
46,489455.1890627239,470582.3086894902,522014.0816930697,9328792.844595108,9328562.387760913,9328259.91762211,545,511,603
47,706979.3592190242,716347.0214705295,720285.3508428953,9421419.388182571,9406745.565745518,9413449.474648226,649,706,695
48,716347.0214705295,701763.9450510558,712251.0199193683,9406745.565745518,9396151.831862798,9397720.86039979,706,709,721
49,508610.10497633775,512876.0947504235,495615.5746879361,9403501.261902137,9419586.464051833,9420479.527344806,350,313,284
50,465338.36208070937,447846.4565201027,455913.303034253,9553656.431981364,9554470.488152437,9538944.51111082,26,14,36
51,447846.4565201027,465338.36208070937,456854.2995370711,9554470.488152437,9553656.431981364,9559884.148158854,14,26,13
52,421226.5684266178,428778.18649079895,416528.20969167684,9504366.530277766,9518023.595326947,9517386.781671762,48,41,33
53,435550.98965615017,428778.18649079895,421226.5684266178,9513062.896077983,9518023.595326947,9504366.530277766,47,41,48
54,416777.16874953924,419113.9432115019,409180.0356062417,9354302.764996178,9369336.937827075,9379074.352678468,333,297,257
